SKU,Product ID,Ranges,Product Name,Description,Finish,EAN,Width (mm),Height (mm),Depth (mm),Kg,Qty,BP 1,BP2,BP 3,BP 4,BP 5,BP 6,Assembly Instructions,Image URL1,Image URL2,Image URL3,Image URL4,Image URL5,Image URL6,Image URL7,Image URL8,Image URL9,Image URL10,Image URL11,Image URL12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70175352ig,75352ig,Paris,Wardrobe with 2 Doors in Matt Grey,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",Matt Grey,5060653081509,962,2005,605,87.8,3,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Adjustable hinges on all doors,Metal handle,Made from PEFC Certified sustainable wood,Made in Denmark,https://www.dropbox.com/s/h2in5tuvt6usuph/70175352ig_ai.pdf?dl=0,https://www.dropbox.com/s/m2qr4foo4kawye5/70175352ig_1.jpg?dl=0,https://www.dropbox.com/s/9q7c4ag5j1owle5/70175352ig_2.jpg?dl=0,https://www.dropbox.com/s/6obx2h47w9wl53y/70175352ig_3.jpg?dl=0,https://www.dropbox.com/s/nzg50tt2dwi6s7v/70175352ig_4.jpg?dl=0,https://www.dropbox.com/s/ju2yzcqk88uxa5g/70175352ig_5.jpg?dl=0,https://www.dropbox.com/s/82hj90lvzgcpi6y/70175352ig_6.jpg?dl=0,https://www.dropbox.com/s/euidx1jtqtoqjmd/70175352ig_7.jpg?dl=0,https://www.dropbox.com/s/zd5bsf1umjiytb9/70175352ig_8.jpg?dl=0,https://www.dropbox.com/s/eodvss0tmfyqohm/70175352ig_9.jpg?dl=0,https://www.dropbox.com/s/s3ipttn56nio2sx/70175352ig_10.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7017535349ak,7535349ak,Paris,Paris Wardrobe with 3 Doors in White and Oak,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",White and Oak,5713035019897,1388,2006,605,107,4,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Adjustable hinges on all doors,Metal handles,Made from PEFC Certified sustainable wood,,https://www.dropbox.com/s/q04zpcigca86616/7017535349ak_ai.pdf?dl=0,https://www.dropbox.com/s/f8w9nlw1xzxsuda/7017535349ak_1.jpg?dl=0,https://www.dropbox.com/s/zs07zr1rwajo3k8/7017535349ak_2.jpg?dl=0,https://www.dropbox.com/s/ih9qn2uuqyx346c/7017535349ak_3.jpg?dl=0,https://www.dropbox.com/s/fqjrw8pdmxu8mol/7017535349ak_4.jpg?dl=0,https://www.dropbox.com/s/i7928sz059yk2f7/7017535349ak_5.jpg?dl=0,https://www.dropbox.com/s/c8hurdsyu5ba3i1/7017535349ak_6.jpg?dl=0,https://www.dropbox.com/s/jrt1lw682ts21xr/7017535349ak_7.jpg?dl=0,https://www.dropbox.com/s/qpq6ug31z0eqxsz/7017535349ak_8.jpg?dl=0,https://www.dropbox.com/s/yjkoki5od2ltb5c/7017535349ak_9.jpg?dl=0,https://www.dropbox.com/s/2ybobl44fxe3l4h/7017535349ak_10.jpg?dl=0,https://www.dropbox.com/s/pms641sxywjbujs/7017535349ak_11.jpg?dl=0,https://www.dropbox.com/s/1j32pslw34cgd5y/7017535349ak_12.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70175353ig,75353ig,Paris,Wardrobe with 3 Doors in Matt Grey,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",Matt Grey,5060653081523,1388,2006,605,106.9,4,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Adjustable hinges on all doors,Metal handle,Made from PEFC Certified sustainable wood,Made in Denmark,https://www.dropbox.com/s/7gbc7gdt0q3flk3/70175353ig_ai.pdf?dl=0,https://www.dropbox.com/s/i5gib21fmefcp2n/70175353ig_1.jpg?dl=0,https://www.dropbox.com/s/j7wuaiekrhff7bk/70175353ig_2.jpg?dl=0,https://www.dropbox.com/s/zwhx20ookiu47jz/70175353ig_3.jpg?dl=0,https://www.dropbox.com/s/u11ycgdmhwaznu8/70175353ig_4.jpg?dl=0,https://www.dropbox.com/s/ovv87edidfdvos4/70175353ig_5.jpg?dl=0,https://www.dropbox.com/s/jwrmg6c8esebsb6/70175353ig_6.jpg?dl=0,https://www.dropbox.com/s/9x3hbwzwtem5hvq/70175353ig_7.jpg?dl=0,https://www.dropbox.com/s/pg3i9jqxna0cogl/70175353ig_8.jpg?dl=0,https://www.dropbox.com/s/tyygxhuzmp29caj/70175353ig_9.jpg?dl=0,https://www.dropbox.com/s/s33kehl06fmdcqx/70175353ig_10.jpg?dl=0,https://www.dropbox.com/s/pp43nj9d2oove0q/70175353ig_11.jpg?dl=0,https://www.dropbox.com/s/q0n5mnballkm8si/70175353ig_12.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70175354dj,75354dj,Paris,Wardrobe with 4 Doors in Walnut,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",Walnut,5060653081547,1814,2006,605,146.0,5,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Adjustable hinges on all doors,Metal handle,Made from PEFC Certified sustainable wood,Made in Denmark,https://www.dropbox.com/s/9k5ta63uqyk0ri6/70175354dj.pdf?dl=0,https://www.dropbox.com/s/glclx8jnwb7y4wn/70175354dj_1.jpg?dl=0,https://www.dropbox.com/s/6hvnwu2uy2gdlqf/70175354dj_2.jpg?dl=0,https://www.dropbox.com/s/67iwcezanmygd9e/70175354dj_3.jpg?dl=0,https://www.dropbox.com/s/rxw7ine9gif2d0k/70175354dj_4.jpg?dl=0,https://www.dropbox.com/s/ph2zsf16nnyrv6t/70175354dj_5.jpg?dl=0,https://www.dropbox.com/s/zuwswn6au9b4sdk/70175354dj_6.jpg?dl=0,https://www.dropbox.com/s/gewf6v1x372hkrc/70175354dj_7.jpg?dl=0,https://www.dropbox.com/s/jwn0mjdrzztjo7j/70175354dj_8.jpg?dl=0,https://www.dropbox.com/s/wu2mwplb3y4xf71/70175354dj_9.jpg?dl=0,https://www.dropbox.com/s/wt3amfaf0dqbxng/70175354dj_10.jpg?dl=0,https://www.dropbox.com/s/dy6v0dyfik9mt0x/70175354dj_11.jpg?dl=0,https://www.dropbox.com/s/bpkrfn7w3udo3zp/70175354dj_12.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70175368igig,75368igig,Paris,Wardrobe with 2 Doors 1 Drawer 2 Shelves in Matt Grey,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",Matt Grey,5060653081561,962,1383,416,62.8,2,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Easy gliding drawer runners,Adjustable hinges on all doors,Made from PEFC Certified sustainable wood,Made in Denmark,https://www.dropbox.com/s/xprm3th5vzz9n4i/70175368igig_ai.pdf?dl=0,https://www.dropbox.com/s/16uxehk7x9py9uf/70175368igig_1.jpg?dl=0,https://www.dropbox.com/s/udoq9fa246nntdg/70175368igig_2.jpg?dl=0,https://www.dropbox.com/s/f26cehi188i6he3/70175368igig_3.jpg?dl=0,https://www.dropbox.com/s/108wd8ynzemfgg7/70175368igig_4.jpg?dl=0,https://www.dropbox.com/s/6sswivm17ve4qgx/70175368igig_5.jpg?dl=0,https://www.dropbox.com/s/ur9asg8xtvkhgyc/70175368igig_6.jpg?dl=0,https://www.dropbox.com/s/yd2oj09g80q3zio/70175368igig_7.jpg?dl=0,https://www.dropbox.com/s/2tn1uof1izv0ptn/70175368igig_8.jpg?dl=0,https://www.dropbox.com/s/4wiea34gk06xuy0/70175368igig_9.jpg?dl=0,https://www.dropbox.com/s/wigrleunhbjdyv2/70175368igig_10.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7017536949ak,7536949ak,Paris,Paris Wardrobe with 4 Doors & 2 Drawers in White  and Oak,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",White and Oak,5713035042178,1814,2006,605,159,5,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Adjustable hinges on all doors,Metal handles,Made from PEFC Certified sustainable wood,,https://www.dropbox.com/s/s2kl45wfsqayq6v/7017536949ak_ai.pdf?dl=0,https://www.dropbox.com/s/5e9h0gansulo75h/7017536949ak_1.jpg?dl=0,https://www.dropbox.com/s/ycwgyhyrmvkgjdy/7017536949ak_2.jpg?dl=0,https://www.dropbox.com/s/h053gqxewpn7wae/7017536949ak_3.jpg?dl=0,https://www.dropbox.com/s/3608et4q0fxkwts/7017536949ak_4.jpg?dl=0,https://www.dropbox.com/s/szxnqxv809g6vkp/7017536949ak_5.jpg?dl=0,https://www.dropbox.com/s/izgkg6wfd1pb7l2/7017536949ak_6.jpg?dl=0,https://www.dropbox.com/s/8y8s3z9l6ut63jx/7017536949ak_7.jpg?dl=0,https://www.dropbox.com/s/pyycyokxx2wzfq8/7017536949ak_8.jpg?dl=0,https://www.dropbox.com/s/bm66ou2ja7o7x7g/7017536949ak_9.jpg?dl=0,https://www.dropbox.com/s/vmit6mqrgmt7tdf/7017536949ak_10.jpg?dl=0,https://www.dropbox.com/s/pn8l6iz3fjm08v3/7017536949ak_11.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70175369igig,75369igig,Paris,Wardrobe with 4 Doors & 2 Drawers in Matt Grey,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",Matt Grey,5060653081578,1814,2006,605,158.5,5,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Easy gliding drawer runners,Adjustable hinges on all doors,Made from PEFC Certified sustainable wood,Made in Denmark,https://www.dropbox.com/s/fxlgi92c7ki1eeq/70175369igig_ai.pdf?dl=0,https://www.dropbox.com/s/xf3sh7mbosjcxkz/70175369igig_1.jpg?dl=0,https://www.dropbox.com/s/9mbk4qhf80ue1nf/70175369igig_2.jpg?dl=0,https://www.dropbox.com/s/qusubwr27o3kzkn/70175369igig_3.jpg?dl=0,https://www.dropbox.com/s/5rsjso4sdtvxw1s/70175369igig_4.jpg?dl=0,https://www.dropbox.com/s/jdgrdozvbrufwes/70175369igig_5.jpg?dl=0,https://www.dropbox.com/s/9pwgq43j39hdlak/70175369igig_6.jpg?dl=0,https://www.dropbox.com/s/76lqzbiw6e1z198/70175369igig_9.jpg?dl=0,https://www.dropbox.com/s/76nn3s9fcjobw4v/70175369igig_10.jpg?dl=0,https://www.dropbox.com/s/gnanx6r2hqjt1e5/70175369igig_11.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70176701dj,76701dj,Paris,Double Bed (140 x 200) in Walnut,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",Walnut,5713035025690,1581,1100,2008,62.9,4,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Comes includes bed slats,Made from PEFC Certified sustainable wood,Easy self assembly ,Made in Denmark,https://www.dropbox.com/s/cpal7j0yu027gni/70176701dj.pdf?dl=0,https://www.dropbox.com/s/envi11tts2hmybx/70176701dj_1.jpg?dl=0,https://www.dropbox.com/s/7ibl258qqortslm/70176701dj_2.jpg?dl=0,https://www.dropbox.com/s/c0wxqfbamf52n45/70176701dj_3.jpg?dl=0,https://www.dropbox.com/s/wmuppjzz3hbl528/70176701dj_4.jpg?dl=0,https://www.dropbox.com/s/y3avre6cpo7ttre/70176701dj_5.jpg?dl=0,https://www.dropbox.com/s/lyo4gon0hlsezhr/70176701dj_6.jpg?dl=0,https://www.dropbox.com/s/la5otpwz6qrqdst/70176701dj_7.jpg?dl=0,https://www.dropbox.com/s/8uf6bhb85khzoip/70176701dj_8.jpg?dl=0,https://www.dropbox.com/s/lgk561g0434i3mt/70176701dj_9.jpg?dl=0,https://www.dropbox.com/s/y8t57jaus6qeaeb/70176701dj_10.jpg?dl=0,https://www.dropbox.com/s/aadwegtrzxinf22/70176701dj_11.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70176703ig,76703ig,Paris,Super King Bed (180 x 200) in Matt Grey,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",Matt Grey,5713035048996,1991,1100,2108,71.0,4,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Comes includes bed slats,Made from PEFC Certified sustainable wood,Easy self assembly ,Made in Denmark,https://www.dropbox.com/s/dn677sipxozekf4/70176703ig_ai.pdf?dl=0,https://www.dropbox.com/s/hrc9cfd6lou5iy5/70176703ig_1.jpg?dl=0,https://www.dropbox.com/s/wsilmx4wypcfmrg/70176703ig_2.jpg?dl=0,https://www.dropbox.com/s/2bs034itlbpayx5/70176703ig_3.jpg?dl=0,https://www.dropbox.com/s/d07pfzvaiwn7mhv/70176703ig_4.jpg?dl=0,https://www.dropbox.com/s/ixyjicw5pwtmrt8/70176703ig_5.jpg?dl=0,https://www.dropbox.com/s/ixkqskf3r1qlne9/70176703ig_6.jpg?dl=0,https://www.dropbox.com/s/mi2fmxxbtwpdbva/70176703ig_7.jpg?dl=0,https://www.dropbox.com/s/0gj6th5ccpgx5te/70176703ig_8.jpg?dl=0,https://www.dropbox.com/s/9g6djxe011j72iu/70176703ig_9.jpg?dl=0,https://www.dropbox.com/s/2myfdisooxb06km/70176703ig_10.jpg?dl=0,https://www.dropbox.com/s/crec7o3dto2vgqn/70176703ig_11.jpg?dl=0,https://www.dropbox.com/s/kc83ehgktmc7u4l/70176703ig_12.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70176715igig,76715igig,Paris,King Bed (160 x 200) in Matt Grey,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",Matt Grey,5713035049238,1788,1100,2108,67.1,4,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Comes includes bed slats,Made from PEFC Certified sustainable wood,Easy self assembly ,Made in Denmark,https://www.dropbox.com/s/8kw9waqq86o12mg/70176715igig_ai.pdf?dl=0,https://www.dropbox.com/s/lh0585h5nui2z5d/70176715igig_1.jpg?dl=0,https://www.dropbox.com/s/k04j0ag877fszzq/70176715igig_2.jpg?dl=0,https://www.dropbox.com/s/o9qg11yxnm0sgkx/70176715igig_3.jpg?dl=0,https://www.dropbox.com/s/ayp99ns5ei6mtwd/70176715igig_4.jpg?dl=0,https://www.dropbox.com/s/932400kmqmxf8te/70176715igig_5.jpg?dl=0,https://www.dropbox.com/s/cogd72wxosxpq53/70176715igig_6.jpg?dl=0,https://www.dropbox.com/s/7m7m70o0fhwi12p/70176715igig_7.jpg?dl=0,https://www.dropbox.com/s/jl9jjvclfd2y2w7/70176715igig_8.jpg?dl=0,https://www.dropbox.com/s/ce20meel1vsk3gw/70176715igig_9.jpg?dl=0,https://www.dropbox.com/s/z1r6pami4ld4wqk/70176715igig_10.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7017671649ak,7671649ak,Paris,Paris Chest of 4 Drawers in White and Oak,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",White and Oak,5713035042345,962,869,485,50,2,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Easy gliding drawer runners,Metal handles,Made from PEFC Certified sustainable wood,Made in Denmark,https://www.dropbox.com/s/fswh7zrz563dday/7017671649ak_ai.pdf?dl=0,https://www.dropbox.com/s/cf1sgk9gdrm5i69/7017671649ak_1.jpg?dl=0,https://www.dropbox.com/s/ylcaucndpcldwne/7017671649ak_2.jpg?dl=0,https://www.dropbox.com/s/ysgw98uw3qmdx7x/7017671649ak_3.jpg?dl=0,https://www.dropbox.com/s/afrje3lbac2ofvw/7017671649ak_4.jpg?dl=0,https://www.dropbox.com/s/zbgrwxtdnppkhpr/7017671649ak_5.jpg?dl=0,https://www.dropbox.com/s/cetavvnaxj3sdv9/7017671649ak_6.jpg?dl=0,https://www.dropbox.com/s/3eilqokop2s3hnr/7017671649ak_7.jpg?dl=0,https://www.dropbox.com/s/kwv7bvblcduatve/7017671649ak_8.jpg?dl=0,https://www.dropbox.com/s/5fu5bjh1320bdzj/7017671649ak_9.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70176716djdj,76716djdj,Paris,Chest of 4 Drawers in Walnut,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",Walnut,5060653081653,962,869,485,49.5,2,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Easy gliding drawer runners,Made from PEFC Certified sustainable wood,Easy self assembly ,Made in Denmark,https://www.dropbox.com/s/bf365ju6e771f4u/70176716djdj.pdf?dl=0,https://www.dropbox.com/s/1iyad3o1yksffed/70176716djdj_1.jpg?dl=0,https://www.dropbox.com/s/yjlvlo7rf098vhj/70176716djdj_2.jpg?dl=0,https://www.dropbox.com/s/ysiyfua5n4pa8dl/70176716djdj_3.jpg?dl=0,https://www.dropbox.com/s/zjotjgjox3px6fy/70176716djdj_4.jpg?dl=0,https://www.dropbox.com/s/ehudrqh99hsxvbn/70176716djdj_5.jpg?dl=0,https://www.dropbox.com/s/sr34no9y6m3k5x5/70176716djdj_6.jpg?dl=0,https://www.dropbox.com/s/425w035z4jte8gv/70176716djdj_7.jpg?dl=0,https://www.dropbox.com/s/m8x835m95s5reh6/70176716djdj_8.jpg?dl=0,https://www.dropbox.com/s/259dj5q0mj6wj7a/70176716djdj_9.jpg?dl=0,https://www.dropbox.com/s/rk8jamqrtlq1tra/70176716djdj_11.jpg?dl=0,https://www.dropbox.com/s/50jbogo8br1bcaa/70176716djdj_12.jpg?dl=0,https://www.dropbox.com/s/x3t87atbml1zj2u/70176716djdj_14.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70176716igig,76716igig,Paris,Chest of 4 Drawers in Matt Grey,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",Matt Grey,5060653081660,962,869,485,50.1,2,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Easy gliding drawer runners,Made from PEFC Certified sustainable wood,Easy self assembly ,Made in Denmark,https://www.dropbox.com/s/9kln5hk1502uoiu/70176716igig_ai.pdf?dl=0,https://www.dropbox.com/s/frqprtz689t2cu4/70176716igig_1.jpg?dl=0,https://www.dropbox.com/s/7ozomup0reewwkl/70176716igig_2.jpg?dl=0,https://www.dropbox.com/s/2h139cfepsfpyn7/70176716igig_3.jpg?dl=0,https://www.dropbox.com/s/hhr09nj7ov68izt/70176716igig_4.jpg?dl=0,https://www.dropbox.com/s/hh8chcus023xt4e/70176716igig_5.jpg?dl=0,https://www.dropbox.com/s/iepuvmrl82ipx3l/70176716igig_6.jpg?dl=0,https://www.dropbox.com/s/0smhkkyqynymuy1/70176716igig_7.jpg?dl=0,https://www.dropbox.com/s/7gs2s6zh96tafaq/70176716igig_8.jpg?dl=0,https://www.dropbox.com/s/jvs6xjkfujq0vp6/70176716igig_9.jpg?dl=0,https://www.dropbox.com/s/dbhlxuouadudh95/70176716igig_10.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7017671849ak,7671849ak,Paris,Paris Chest of 6 Drawers in White and Oak,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",White and Oak,5713035042277,962,1394,485,69,3,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Easy gliding drawer runners,Metal handles,Made from PEFC Certified sustainable wood,Made in Denmark,https://www.dropbox.com/s/588j5duqqcv98gn/7017671849ak_ai.pdf?dl=0,https://www.dropbox.com/s/27w0ncelzhax55u/7017671849ak_1.jpg?dl=0,https://www.dropbox.com/s/70274gqrpqqincp/7017671849ak_2.jpg?dl=0,https://www.dropbox.com/s/60mvmklbx4zg6eo/7017671849ak_3.jpg?dl=0,https://www.dropbox.com/s/kcru8g0hn3myj94/7017671849ak_4.jpg?dl=0,https://www.dropbox.com/s/kahe35j0b4ss8p5/7017671849ak_5.jpg?dl=0,https://www.dropbox.com/s/kp8x72zoki7439o/7017671849ak_6.jpg?dl=0,https://www.dropbox.com/s/3ddbbezmm6o7skd/7017671849ak_7.jpg?dl=0,https://www.dropbox.com/s/a3d236yctegokqb/7017671849ak_8.jpg?dl=0,https://www.dropbox.com/s/p2xp5nwlrkxqa65/7017671849ak_9.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70176718djdj,76718djdj,Paris,Chest of 6 Drawers in Walnut,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",Walnut,5060653081691,962,1394,485,68.8,3,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Easy gliding drawer runners,Made from PEFC Certified sustainable wood,Easy self assembly ,Made in Denmark,https://www.dropbox.com/s/6tu1mx8qctz77e1/70176718djdj.pdf?dl=0,https://www.dropbox.com/s/0xrvv8cci1xrcdo/70176718djdj_1.jpg?dl=0,https://www.dropbox.com/s/jv4qjym6m6a6xhn/70176718djdj_2.jpg?dl=0,https://www.dropbox.com/s/uw8aazfmdkd2vfl/70176718djdj_3.jpg?dl=0,https://www.dropbox.com/s/yt2syz5719l51yp/70176718djdj_4.jpg?dl=0,https://www.dropbox.com/s/sfjkv1hkhl8b111/70176718djdj_5.jpg?dl=0,https://www.dropbox.com/s/hdcw3fujszo9rpy/70176718djdj_6.jpg?dl=0,https://www.dropbox.com/s/6ocucrv8u09fqfz/70176718djdj_7.jpg?dl=0,https://www.dropbox.com/s/rnf8nvl8mudmrwe/70176718djdj_8.jpg?dl=0,https://www.dropbox.com/s/y698xiygbho2thw/70176718djdj_9.jpg?dl=0,https://www.dropbox.com/s/kkxepr2eh48fx60/70176718djdj_10.jpg?dl=0,https://www.dropbox.com/s/1h411wc6z9m8fn8/70176718djdj_11.jpg?dl=0,https://www.dropbox.com/s/x8d35flr26afcad/70176718djdj_12.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70176718igig,76718igig,Paris,Chest of 6 Drawers in Matt Grey,"The Paris collection really lives up to its name, with its romantic style, sophisticated look and beautiful classic feel. The perfect way to enhance your space! The Paris range itself is bold and offers plenty of storage options, with charm eluding from every angle. Both functional and stylish, the Paris collection comes in a fade-resistant and easy to clean finish.",Matt Grey,5060653081684,962,1394,485,68.8,3,"High quality laminated board (resistant to damage and scratches, moisture and high temperature)",Stylish and timeless,Easy gliding drawer runners,Made from PEFC Certified sustainable wood,Easy self assembly ,Made in Denmark,https://www.dropbox.com/s/f08d78sip6b9agk/70176718igig_ai.pdf?dl=0,https://www.dropbox.com/s/c3afoauvhzf12bk/70176718igig_1.jpg?dl=0,https://www.dropbox.com/s/f8n19ubajm3semq/70176718igig_2.jpg?dl=0,https://www.dropbox.com/s/kb83pb1xk55z1fm/70176718igig_3.jpg?dl=0,https://www.dropbox.com/s/nn9aquggnlk3knh/70176718igig_4.jpg?dl=0,https://www.dropbox.com/s/yrf5ro9kdaaygdf/70176718igig_5.jpg?dl=0,https://www.dropbox.com/s/rz25rkot65uuvzl/70176718igig_6.jpg?dl=0,https://www.dropbox.com/s/vwwj5qdjzb20pe3/70176718igig_7.jpg?dl=0,https://www.dropbox.com/s/d7dxyfcwo1261im/70176718igig_8.jpg?dl=0,https://www.dropbox.com/s/o7vjxqc6e1cbx73/70176718igig_9.jpg?dl=0,https://www.dropbox.com/s/x2bzjszcqr9nmhg/70176718igig_10.jpg?dl=0,https://www.dropbox.com/s/jd6g5fg6m2cxjfk/70176718igig_11.jpg?dl=0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
